hhid,Cluster,NDVILocation,Season,HerdSize,LivestockLosses,MortalityRate
9040,Lower,Kargi/South Horr,SRSD 2009,46.0,1.0,0.021739130434782608
9040,Lower,Kargi/South Horr,SRSD 2011,49.0,3.0,0.061224489795918366
9040,Lower,Kargi/South Horr,SRSD 2012,61.0,8.0,0.13114754098360656
9041,Lower,Kargi/South Horr,LRLD 2009,,11.0,
9041,Lower,Kargi/South Horr,LRLD 2010,55.0,3.0,0.05454545454545454
9041,Lower,Kargi/South Horr,LRLD 2012,48.0,12.0,0.25
9041,Lower,Kargi/South Horr,LRLD 2013,47.0,1.0,0.02127659574468085
9041,Lower,Kargi/South Horr,SRSD 2008,,26.0,
9041,Lower,Kargi/South Horr,SRSD 2009,55.0,1.0,0.01818181818181818
9041,Lower,Kargi/South Horr,SRSD 2010,56.0,9.0,0.16071428571428573
9041,Lower,Kargi/South Horr,SRSD 2011,48.0,18.0,0.375
9041,Lower,Kargi/South Horr,SRSD 2012,47.0,1.0,0.02127659574468085
9042,Lower,Kargi/South Horr,LRLD 2009,,17.0,
9042,Lower,Kargi/South Horr,LRLD 2010,49.0,7.0,0.14285714285714285
9042,Lower,Kargi/South Horr,LRLD 2011,45.0,3.0,0.06666666666666667
9042,Lower,Kargi/South Horr,LRLD 2012,1.0,1.0,1.0
9042,Lower,Kargi/South Horr,LRLD 2013,1.0,1.0,1.0
9042,Lower,Kargi/South Horr,LRLD 2015,1.0,1.0,1.0
9042,Lower,Kargi/South Horr,SRSD 2008,,16.0,
9042,Lower,Kargi/South Horr,SRSD 2010,45.0,45.0,1.0
9043,Lower,Kargi/South Horr,LRLD 2009,,8.0,
9043,Lower,Kargi/South Horr,LRLD 2010,78.0,2.0,0.02564102564102564
9043,Lower,Kargi/South Horr,LRLD 2011,95.0,8.0,0.08421052631578947
9043,Lower,Kargi/South Horr,LRLD 2012,89.0,2.0,0.02247191011235955
9043,Lower,Kargi/South Horr,LRLD 2013,148.0,6.0,0.04054054054054054
9043,Lower,Kargi/South Horr,LRLD 2015,2.0,2.0,1.0
9043,Lower,Kargi/South Horr,SRSD 2008,,1.0,
9043,Lower,Kargi/South Horr,SRSD 2010,95.0,10.0,0.10526315789473684
9043,Lower,Kargi/South Horr,SRSD 2011,89.0,16.0,0.1797752808988764
9043,Lower,Kargi/South Horr,SRSD 2012,148.0,8.0,0.05405405405405406
9044,Lower,Kargi/South Horr,LRLD 2009,,34.0,
9044,Lower,Kargi/South Horr,LRLD 2010,116.0,4.0,0.034482758620689655
9044,Lower,Kargi/South Horr,LRLD 2011,135.0,31.0,0.22962962962962963
9044,Lower,Kargi/South Horr,LRLD 2012,56.0,2.0,0.03571428571428571
9044,Lower,Kargi/South Horr,LRLD 2013,44.0,1.0,0.022727272727272728
9044,Lower,Kargi/South Horr,LRLD 2015,8.0,8.0,1.0
9044,Lower,Kargi/South Horr,SRSD 2008,,10.0,
9044,Lower,Kargi/South Horr,SRSD 2009,116.0,2.0,0.017241379310344827
9044,Lower,Kargi/South Horr,SRSD 2010,135.0,80.0,0.5925925925925926
9044,Lower,Kargi/South Horr,SRSD 2011,56.0,7.0,0.125
9044,Lower,Kargi/South Horr,SRSD 2012,44.0,7.0,0.1590909090909091
9044,Lower,Kargi/South Horr,SRSD 2014,3.0,3.0,1.0
9045,Lower,Kargi/South Horr,LRLD 2009,,26.0,
9045,Lower,Kargi/South Horr,LRLD 2010,58.0,2.0,0.034482758620689655
9045,Lower,Kargi/South Horr,LRLD 2011,66.0,16.0,0.24242424242424243
9045,Lower,Kargi/South Horr,LRLD 2012,44.0,9.0,0.20454545454545456
9045,Lower,Kargi/South Horr,LRLD 2013,31.0,7.0,0.22580645161290322
9045,Lower,Kargi/South Horr,LRLD 2015,7.0,7.0,1.0
9045,Lower,Kargi/South Horr,SRSD 2008,,12.0,
9045,Lower,Kargi/South Horr,SRSD 2009,58.0,2.0,0.034482758620689655
9045,Lower,Kargi/South Horr,SRSD 2010,66.0,3.0,0.045454545454545456
9045,Lower,Kargi/South Horr,SRSD 2011,44.0,12.0,0.2727272727272727
9045,Lower,Kargi/South Horr,SRSD 2012,31.0,2.0,0.06451612903225806
9046,Lower,Kargi/South Horr,LRLD 2009,,36.0,
9046,Lower,Kargi/South Horr,LRLD 2011,134.0,33.0,0.2462686567164179
9046,Lower,Kargi/South Horr,LRLD 2012,126.0,32.0,0.25396825396825395
9046,Lower,Kargi/South Horr,LRLD 2013,92.0,2.0,0.021739130434782608
9046,Lower,Kargi/South Horr,LRLD 2015,2.0,2.0,1.0
9046,Lower,Kargi/South Horr,SRSD 2008,,11.0,
9046,Lower,Kargi/South Horr,SRSD 2009,163.0,3.0,0.018404907975460124
9046,Lower,Kargi/South Horr,SRSD 2010,134.0,3.0,0.022388059701492536
9046,Lower,Kargi/South Horr,SRSD 2011,126.0,5.0,0.03968253968253968
9046,Lower,Kargi/South Horr,SRSD 2012,92.0,4.0,0.043478260869565216
9046,Lower,Kargi/South Horr,SRSD 2014,1.0,1.0,1.0
9047,Lower,Kargi/South Horr,LRLD 2009,,35.0,
9047,Lower,Kargi/South Horr,LRLD 2010,235.0,16.0,0.06808510638297872
9047,Lower,Kargi/South Horr,LRLD 2011,156.0,5.0,0.03205128205128205
9047,Lower,Kargi/South Horr,LRLD 2012,147.0,20.0,0.1360544217687075
9047,Lower,Kargi/South Horr,LRLD 2013,139.0,27.0,0.19424460431654678
9047,Lower,Kargi/South Horr,LRLD 2015,4.0,4.0,1.0
9047,Lower,Kargi/South Horr,SRSD 2008,,23.0,
9047,Lower,Kargi/South Horr,SRSD 2009,235.0,10.0,0.0425531914893617
9047,Lower,Kargi/South Horr,SRSD 2010,156.0,30.0,0.19230769230769232
9047,Lower,Kargi/South Horr,SRSD 2011,147.0,24.0,0.16326530612244897
9047,Lower,Kargi/South Horr,SRSD 2012,139.0,6.0,0.04316546762589928
9047,Lower,Kargi/South Horr,SRSD 2014,9.0,9.0,1.0
9048,Lower,Kargi/South Horr,LRLD 2008,,10.0,
9048,Lower,Kargi/South Horr,LRLD 2009,,50.0,
9048,Lower,Kargi/South Horr,LRLD 2010,117.0,7.0,0.05982905982905983
9048,Lower,Kargi/South Horr,LRLD 2011,140.0,106.0,0.7571428571428571
9048,Lower,Kargi/South Horr,LRLD 2013,45.0,4.0,0.08888888888888889
9048,Lower,Kargi/South Horr,LRLD 2015,27.0,27.0,1.0
9048,Lower,Kargi/South Horr,SRSD 2008,,11.0,
9048,Lower,Kargi/South Horr,SRSD 2010,140.0,10.0,0.07142857142857142
9048,Lower,Kargi/South Horr,SRSD 2011,9.0,9.0,1.0
9048,Lower,Kargi/South Horr,SRSD 2012,45.0,1.0,0.022222222222222223
9048,Lower,Kargi/South Horr,SRSD 2014,14.0,14.0,1.0
9049,Lower,Kargi/South Horr,LRLD 2009,,6.0,
9049,Lower,Kargi/South Horr,LRLD 2010,116.0,3.0,0.02586206896551724
9049,Lower,Kargi/South Horr,LRLD 2011,121.0,5.0,0.04132231404958678
9049,Lower,Kargi/South Horr,LRLD 2012,147.0,27.0,0.1836734693877551
9049,Lower,Kargi/South Horr,SRSD 2008,,3.0,
9049,Lower,Kargi/South Horr,SRSD 2009,116.0,5.0,0.04310344827586207
9049,Lower,Kargi/South Horr,SRSD 2011,147.0,61.0,0.41496598639455784
9050,Lower,Kargi/South Horr,LRLD 2009,,3.0,
9050,Lower,Kargi/South Horr,LRLD 2010,149.0,11.0,0.0738255033557047
9050,Lower,Kargi/South Horr,LRLD 2011,142.0,2.0,0.014084507042253521
9050,Lower,Kargi/South Horr,LRLD 2012,21.0,2.0,0.09523809523809523
9050,Lower,Kargi/South Horr,LRLD 2013,42.0,1.0,0.023809523809523808
9050,Lower,Kargi/South Horr,LRLD 2015,9.0,9.0,1.0
9050,Lower,Kargi/South Horr,SRSD 2008,,3.0,
9050,Lower,Kargi/South Horr,SRSD 2010,142.0,83.0,0.5845070422535211
9050,Lower,Kargi/South Horr,SRSD 2011,21.0,4.0,0.19047619047619047
9050,Lower,Kargi/South Horr,SRSD 2014,2.0,2.0,1.0
9051,Lower,Kargi/South Horr,LRLD 2009,,7.0,
9051,Lower,Kargi/South Horr,LRLD 2010,215.0,2.0,0.009302325581395349
9051,Lower,Kargi/South Horr,LRLD 2011,217.0,8.0,0.03686635944700461
9051,Lower,Kargi/South Horr,LRLD 2012,158.0,4.0,0.02531645569620253
9051,Lower,Kargi/South Horr,LRLD 2013,183.0,2.0,0.01092896174863388
9051,Lower,Kargi/South Horr,SRSD 2008,,10.0,
9051,Lower,Kargi/South Horr,SRSD 2009,215.0,1.0,0.004651162790697674
9051,Lower,Kargi/South Horr,SRSD 2010,217.0,28.0,0.12903225806451613
9051,Lower,Kargi/South Horr,SRSD 2011,158.0,8.0,0.05063291139240506
9051,Lower,Kargi/South Horr,SRSD 2012,183.0,2.0,0.01092896174863388
9052,Lower,Kargi/South Horr,LRLD 2009,,2.0,
9052,Lower,Kargi/South Horr,LRLD 2010,87.0,2.0,0.022988505747126436
9052,Lower,Kargi/South Horr,LRLD 2011,84.0,1.0,0.011904761904761904
9052,Lower,Kargi/South Horr,LRLD 2012,80.0,38.0,0.475
9052,Lower,Kargi/South Horr,LRLD 2013,14.0,1.0,0.07142857142857142
9052,Lower,Kargi/South Horr,SRSD 2008,,4.0,
9052,Lower,Kargi/South Horr,SRSD 2009,87.0,3.0,0.034482758620689655
9052,Lower,Kargi/South Horr,SRSD 2010,84.0,11.0,0.13095238095238096
9052,Lower,Kargi/South Horr,SRSD 2011,80.0,36.0,0.45
9052,Lower,Kargi/South Horr,SRSD 2012,14.0,1.0,0.07142857142857142
9053,Lower,Kargi/South Horr,LRLD 2009,,27.0,
9053,Lower,Kargi/South Horr,LRLD 2012,52.0,3.0,0.057692307692307696
9053,Lower,Kargi/South Horr,LRLD 2013,1.0,1.0,1.0
9053,Lower,Kargi/South Horr,SRSD 2008,,2.0,
9053,Lower,Kargi/South Horr,SRSD 2010,100.0,33.0,0.33
9053,Lower,Kargi/South Horr,SRSD 2014,5.0,5.0,1.0
9054,Lower,Kargi/South Horr,LRLD 2009,,9.0,
9054,Lower,Kargi/South Horr,LRLD 2010,70.0,6.0,0.08571428571428572
9054,Lower,Kargi/South Horr,LRLD 2011,80.0,3.0,0.0375
9054,Lower,Kargi/South Horr,LRLD 2012,41.0,5.0,0.12195121951219512
9054,Lower,Kargi/South Horr,LRLD 2013,84.0,13.0,0.15476190476190477
9054,Lower,Kargi/South Horr,SRSD 2008,,3.0,
9054,Lower,Kargi/South Horr,SRSD 2010,80.0,45.0,0.5625
9054,Lower,Kargi/South Horr,SRSD 2011,41.0,14.0,0.34146341463414637
9054,Lower,Kargi/South Horr,SRSD 2012,84.0,2.0,0.023809523809523808
9055,Lower,Kargi/South Horr,LRLD 2009,,10.0,
9055,Lower,Kargi/South Horr,LRLD 2010,623.0,14.0,0.02247191011235955
9055,Lower,Kargi/South Horr,LRLD 2011,681.0,168.0,0.24669603524229075
9055,Lower,Kargi/South Horr,LRLD 2012,6.0,5.0,0.8333333333333334
9055,Lower,Kargi/South Horr,LRLD 2013,7.0,1.0,0.14285714285714285
9055,Lower,Kargi/South Horr,LRLD 2015,7.0,7.0,1.0
9055,Lower,Kargi/South Horr,SRSD 2009,623.0,7.0,0.011235955056179775
9055,Lower,Kargi/South Horr,SRSD 2011,6.0,6.0,1.0
9055,Lower,Kargi/South Horr,SRSD 2014,2.0,2.0,1.0
9056,Lower,Kargi/South Horr,LRLD 2009,,40.0,
9056,Lower,Kargi/South Horr,LRLD 2010,120.0,7.0,0.058333333333333334
9056,Lower,Kargi/South Horr,LRLD 2011,108.0,7.0,0.06481481481481481
9056,Lower,Kargi/South Horr,LRLD 2012,114.0,5.0,0.043859649122807015
9056,Lower,Kargi/South Horr,LRLD 2013,67.0,2.0,0.029850746268656716
9056,Lower,Kargi/South Horr,SRSD 2008,,40.0,
9056,Lower,Kargi/South Horr,SRSD 2010,108.0,11.0,0.10185185185185185
9056,Lower,Kargi/South Horr,SRSD 2011,114.0,13.0,0.11403508771929824
9056,Lower,Kargi/South Horr,SRSD 2012,67.0,9.0,0.13432835820895522
9057,Lower,Kargi/South Horr,LRLD 2009,,22.0,
9057,Lower,Kargi/South Horr,LRLD 2010,189.0,9.0,0.047619047619047616
9057,Lower,Kargi/South Horr,LRLD 2012,67.0,9.0,0.13432835820895522
9057,Lower,Kargi/South Horr,LRLD 2013,117.0,27.0,0.23076923076923078
9057,Lower,Kargi/South Horr,LRLD 2015,4.0,4.0,1.0
9057,Lower,Kargi/South Horr,SRSD 2008,,2.0,
9057,Lower,Kargi/South Horr,SRSD 2009,189.0,3.0,0.015873015873015872
9057,Lower,Kargi/South Horr,SRSD 2010,176.0,59.0,0.3352272727272727
9057,Lower,Kargi/South Horr,SRSD 2011,67.0,22.0,0.3283582089552239
9057,Lower,Kargi/South Horr,SRSD 2012,117.0,2.0,0.017094017094017096
9057,Lower,Kargi/South Horr,SRSD 2014,10.0,10.0,1.0
9058,Lower,Kargi/South Horr,LRLD 2009,,7.0,
9058,Lower,Kargi/South Horr,LRLD 2010,231.0,12.0,0.05194805194805195
9058,Lower,Kargi/South Horr,LRLD 2012,131.0,3.0,0.022900763358778626
9058,Lower,Kargi/South Horr,LRLD 2013,38.0,5.0,0.13157894736842105
9058,Lower,Kargi/South Horr,LRLD 2015,9.0,9.0,1.0
9058,Lower,Kargi/South Horr,SRSD 2008,,5.0,
9058,Lower,Kargi/South Horr,SRSD 2010,203.0,139.0,0.6847290640394089
9058,Lower,Kargi/South Horr,SRSD 2011,131.0,21.0,0.16030534351145037
9058,Lower,Kargi/South Horr,SRSD 2012,38.0,1.0,0.02631578947368421
9058,Lower,Kargi/South Horr,SRSD 2014,4.0,4.0,1.0
9059,Lower,Kargi/South Horr,LRLD 2009,,37.0,
9059,Lower,Kargi/South Horr,LRLD 2010,384.0,7.0,0.018229166666666668
9059,Lower,Kargi/South Horr,LRLD 2011,181.0,2.0,0.011049723756906077
9059,Lower,Kargi/South Horr,LRLD 2012,172.0,6.0,0.03488372093023256
9059,Lower,Kargi/South Horr,LRLD 2013,151.0,63.0,0.41721854304635764
9059,Lower,Kargi/South Horr,SRSD 2008,,22.0,
9059,Lower,Kargi/South Horr,SRSD 2009,384.0,5.0,0.013020833333333334
9059,Lower,Kargi/South Horr,SRSD 2010,319.0,319.0,1.0
9059,Lower,Kargi/South Horr,SRSD 2011,172.0,13.0,0.0755813953488372
9059,Lower,Kargi/South Horr,SRSD 2012,151.0,13.0,0.08609271523178808
9060,Lower,Kargi/South Horr,LRLD 2009,,30.0,
9060,Lower,Kargi/South Horr,LRLD 2010,107.0,3.0,0.028037383177570093
9060,Lower,Kargi/South Horr,LRLD 2011,93.0,4.0,0.043010752688172046
9060,Lower,Kargi/South Horr,LRLD 2012,72.0,7.0,0.09722222222222222
9060,Lower,Kargi/South Horr,LRLD 2015,2.0,2.0,1.0
9060,Lower,Kargi/South Horr,SRSD 2008,,21.0,
9060,Lower,Kargi/South Horr,SRSD 2009,107.0,2.0,0.018691588785046728
9060,Lower,Kargi/South Horr,SRSD 2010,93.0,59.0,0.6344086021505376
9060,Lower,Kargi/South Horr,SRSD 2011,72.0,43.0,0.5972222222222222
9060,Lower,Kargi/South Horr,SRSD 2014,1.0,1.0,1.0
9061,Lower,Kargi/South Horr,LRLD 2009,,11.0,
9061,Lower,Kargi/South Horr,LRLD 2010,227.0,6.0,0.02643171806167401
9061,Lower,Kargi/South Horr,LRLD 2011,213.0,37.0,0.17370892018779344
9061,Lower,Kargi/South Horr,LRLD 2012,37.0,7.0,0.1891891891891892
9061,Lower,Kargi/South Horr,LRLD 2013,40.0,3.0,0.075
9061,Lower,Kargi/South Horr,LRLD 2015,8.0,8.0,1.0
9061,Lower,Kargi/South Horr,SRSD 2008,,4.0,
9061,Lower,Kargi/South Horr,SRSD 2009,227.0,2.0,0.00881057268722467
9061,Lower,Kargi/South Horr,SRSD 2010,213.0,96.0,0.4507042253521127
9061,Lower,Kargi/South Horr,SRSD 2011,37.0,23.0,0.6216216216216216
9061,Lower,Kargi/South Horr,SRSD 2012,40.0,4.0,0.1
9061,Lower,Kargi/South Horr,SRSD 2014,3.0,3.0,1.0
9062,Lower,Kargi/South Horr,LRLD 2009,,24.0,
9062,Lower,Kargi/South Horr,LRLD 2010,156.0,12.0,0.07692307692307693
9062,Lower,Kargi/South Horr,LRLD 2011,133.0,24.0,0.18045112781954886
9062,Lower,Kargi/South Horr,LRLD 2012,105.0,5.0,0.047619047619047616
9062,Lower,Kargi/South Horr,LRLD 2013,64.0,1.0,0.015625
9062,Lower,Kargi/South Horr,LRLD 2015,4.0,4.0,1.0
9062,Lower,Kargi/South Horr,SRSD 2008,,1.0,
9062,Lower,Kargi/South Horr,SRSD 2010,133.0,21.0,0.15789473684210525
9062,Lower,Kargi/South Horr,SRSD 2011,105.0,41.0,0.3904761904761905
9062,Lower,Kargi/South Horr,SRSD 2014,3.0,3.0,1.0
9063,Lower,Kargi/South Horr,LRLD 2009,,9.0,
9063,Lower,Kargi/South Horr,LRLD 2010,63.0,3.0,0.047619047619047616
9063,Lower,Kargi/South Horr,LRLD 2011,91.0,4.0,0.04395604395604396
9063,Lower,Kargi/South Horr,LRLD 2013,87.0,2.0,0.022988505747126436
9063,Lower,Kargi/South Horr,LRLD 2015,4.0,4.0,1.0
9063,Lower,Kargi/South Horr,SRSD 2008,,3.0,
9063,Lower,Kargi/South Horr,SRSD 2009,63.0,10.0,0.15873015873015872
9063,Lower,Kargi/South Horr,SRSD 2010,91.0,25.0,0.27472527472527475
9063,Lower,Kargi/South Horr,SRSD 2011,92.0,12.0,0.13043478260869565
9063,Lower,Kargi/South Horr,SRSD 2012,87.0,1.0,0.011494252873563218
9064,Lower,Kargi/South Horr,LRLD 2009,,23.0,
9064,Lower,Kargi/South Horr,LRLD 2010,123.0,4.0,0.032520325203252036
9064,Lower,Kargi/South Horr,LRLD 2011,135.0,20.0,0.14814814814814814
9064,Lower,Kargi/South Horr,LRLD 2012,37.0,4.0,0.10810810810810811
9064,Lower,Kargi/South Horr,SRSD 2009,123.0,1.0,0.008130081300813009
9064,Lower,Kargi/South Horr,SRSD 2010,135.0,85.0,0.6296296296296297
9064,Lower,Kargi/South Horr,SRSD 2011,37.0,6.0,0.16216216216216217
9065,Lower,Kargi/South Horr,LRLD 2009,,10.0,
9065,Lower,Kargi/South Horr,LRLD 2010,73.0,10.0,0.136986301369863
9065,Lower,Kargi/South Horr,LRLD 2011,103.0,4.0,0.038834951456310676
9065,Lower,Kargi/South Horr,LRLD 2012,60.0,7.0,0.11666666666666667
9065,Lower,Kargi/South Horr,LRLD 2013,40.0,1.0,0.025
9065,Lower,Kargi/South Horr,LRLD 2015,3.0,3.0,1.0
9065,Lower,Kargi/South Horr,SRSD 2008,,2.0,
9065,Lower,Kargi/South Horr,SRSD 2009,73.0,2.0,0.0273972602739726
9065,Lower,Kargi/South Horr,SRSD 2010,103.0,48.0,0.46601941747572817
9065,Lower,Kargi/South Horr,SRSD 2011,60.0,6.0,0.1
9065,Lower,Kargi/South Horr,SRSD 2012,40.0,3.0,0.075
9065,Lower,Kargi/South Horr,SRSD 2014,15.0,15.0,1.0
9066,Lower,Kargi/South Horr,LRLD 2009,,15.0,
9066,Lower,Kargi/South Horr,LRLD 2010,99.0,2.0,0.020202020202020204
9066,Lower,Kargi/South Horr,LRLD 2012,100.0,23.0,0.23
9066,Lower,Kargi/South Horr,LRLD 2013,37.0,5.0,0.13513513513513514
9066,Lower,Kargi/South Horr,LRLD 2015,12.0,12.0,1.0
9066,Lower,Kargi/South Horr,SRSD 2008,,3.0,
9066,Lower,Kargi/South Horr,SRSD 2009,99.0,1.0,0.010101010101010102
9066,Lower,Kargi/South Horr,SRSD 2010,210.0,92.0,0.4380952380952381
9066,Lower,Kargi/South Horr,SRSD 2011,100.0,40.0,0.4
9066,Lower,Kargi/South Horr,SRSD 2012,37.0,2.0,0.05405405405405406
9066,Lower,Kargi/South Horr,SRSD 2014,3.0,3.0,1.0
9067,Lower,Kargi/South Horr,LRLD 2009,,30.0,
9067,Lower,Kargi/South Horr,LRLD 2010,79.0,12.0,0.1518987341772152
9067,Lower,Kargi/South Horr,LRLD 2011,88.0,7.0,0.07954545454545454
9067,Lower,Kargi/South Horr,LRLD 2012,254.0,4.0,0.015748031496062992
9067,Lower,Kargi/South Horr,LRLD 2013,249.0,78.0,0.3132530120481928
9067,Lower,Kargi/South Horr,LRLD 2015,13.0,13.0,1.0
9067,Lower,Kargi/South Horr,SRSD 2009,79.0,4.0,0.05063291139240506
9067,Lower,Kargi/South Horr,SRSD 2010,88.0,39.0,0.4431818181818182
9067,Lower,Kargi/South Horr,SRSD 2011,254.0,11.0,0.04330708661417323
9067,Lower,Kargi/South Horr,SRSD 2012,249.0,48.0,0.1927710843373494
9067,Lower,Kargi/South Horr,SRSD 2014,5.0,5.0,1.0
9068,Lower,Kargi/South Horr,LRLD 2009,,22.0,
9068,Lower,Kargi/South Horr,LRLD 2010,130.0,6.0,0.046153846153846156
9068,Lower,Kargi/South Horr,LRLD 2011,155.0,24.0,0.15483870967741936
9068,Lower,Kargi/South Horr,LRLD 2012,74.0,13.0,0.17567567567567569
9068,Lower,Kargi/South Horr,LRLD 2013,28.0,6.0,0.21428571428571427
9068,Lower,Kargi/South Horr,SRSD 2008,,2.0,
9068,Lower,Kargi/South Horr,SRSD 2009,130.0,1.0,0.007692307692307693
9068,Lower,Kargi/South Horr,SRSD 2010,155.0,58.0,0.3741935483870968
9068,Lower,Kargi/South Horr,SRSD 2011,74.0,27.0,0.36486486486486486
9068,Lower,Kargi/South Horr,SRSD 2012,28.0,8.0,0.2857142857142857
9069,Lower,Kargi/South Horr,LRLD 2009,,13.0,
9069,Lower,Kargi/South Horr,LRLD 2010,53.0,7.0,0.1320754716981132
9069,Lower,Kargi/South Horr,LRLD 2011,96.0,4.0,0.041666666666666664
9069,Lower,Kargi/South Horr,LRLD 2013,43.0,3.0,0.06976744186046512
9069,Lower,Kargi/South Horr,LRLD 2015,16.0,16.0,1.0
9069,Lower,Kargi/South Horr,SRSD 2008,,1.0,
9069,Lower,Kargi/South Horr,SRSD 2010,96.0,14.0,0.14583333333333334
9069,Lower,Kargi/South Horr,SRSD 2011,90.0,53.0,0.5888888888888889
9069,Lower,Kargi/South Horr,SRSD 2012,43.0,4.0,0.09302325581395349
9069,Lower,Kargi/South Horr,SRSD 2014,1.0,1.0,1.0
9070,Lower,Kargi/South Horr,LRLD 2009,,19.0,
9070,Lower,Kargi/South Horr,LRLD 2010,104.0,4.0,0.038461538461538464
9070,Lower,Kargi/South Horr,LRLD 2013,4.0,1.0,0.25
9070,Lower,Kargi/South Horr,SRSD 2008,,1.0,
9070,Lower,Kargi/South Horr,SRSD 2009,104.0,1.0,0.009615384615384616
9070,Lower,Kargi/South Horr,SRSD 2010,132.0,50.0,0.3787878787878788
9071,Lower,Kargi/South Horr,LRLD 2009,,19.0,
9071,Lower,Kargi/South Horr,LRLD 2010,134.0,3.0,0.022388059701492536
9071,Lower,Kargi/South Horr,LRLD 2011,153.0,44.0,0.2875816993464052
9071,Lower,Kargi/South Horr,LRLD 2013,42.0,3.0,0.07142857142857142
9071,Lower,Kargi/South Horr,LRLD 2015,10.0,10.0,1.0
9071,Lower,Kargi/South Horr,SRSD 2009,134.0,2.0,0.014925373134328358
9071,Lower,Kargi/South Horr,SRSD 2010,153.0,73.0,0.477124183006536
9071,Lower,Kargi/South Horr,SRSD 2011,20.0,6.0,0.3
9071,Lower,Kargi/South Horr,SRSD 2012,42.0,5.0,0.11904761904761904
9072,Lower,Kargi/South Horr,LRLD 2009,,20.0,
9072,Lower,Kargi/South Horr,LRLD 2010,53.0,4.0,0.07547169811320754
9072,Lower,Kargi/South Horr,LRLD 2011,122.0,14.0,0.11475409836065574
9072,Lower,Kargi/South Horr,SRSD 2010,122.0,3.0,0.02459016393442623
9072,Lower,Kargi/South Horr,SRSD 2011,93.0,18.0,0.1935483870967742
9073,Lower,Kargi/South Horr,LRLD 2009,,22.0,
9073,Lower,Kargi/South Horr,LRLD 2010,65.0,9.0,0.13846153846153847
9073,Lower,Kargi/South Horr,LRLD 2012,14.0,5.0,0.35714285714285715
9073,Lower,Kargi/South Horr,LRLD 2013,20.0,4.0,0.2
9073,Lower,Kargi/South Horr,LRLD 2015,1.0,1.0,1.0
9073,Lower,Kargi/South Horr,SRSD 2009,65.0,4.0,0.06153846153846154
9073,Lower,Kargi/South Horr,SRSD 2010,80.0,26.0,0.325
9073,Lower,Kargi/South Horr,SRSD 2011,14.0,5.0,0.35714285714285715
9073,Lower,Kargi/South Horr,SRSD 2012,20.0,3.0,0.15
9073,Lower,Kargi/South Horr,SRSD 2014,2.0,2.0,1.0
9074,Lower,Kargi/South Horr,LRLD 2009,,22.0,
9074,Lower,Kargi/South Horr,LRLD 2010,184.0,11.0,0.059782608695652176
9074,Lower,Kargi/South Horr,LRLD 2012,116.0,14.0,0.1206896551724138
9074,Lower,Kargi/South Horr,LRLD 2013,94.0,13.0,0.13829787234042554
9074,Lower,Kargi/South Horr,LRLD 2015,10.0,10.0,1.0
9074,Lower,Kargi/South Horr,SRSD 2008,,2.0,
9074,Lower,Kargi/South Horr,SRSD 2009,184.0,6.0,0.03260869565217391
9074,Lower,Kargi/South Horr,SRSD 2010,207.0,104.0,0.5024154589371981
9074,Lower,Kargi/South Horr,SRSD 2011,116.0,10.0,0.08620689655172414
9074,Lower,Kargi/South Horr,SRSD 2012,94.0,20.0,0.2127659574468085
9074,Lower,Kargi/South Horr,SRSD 2014,5.0,5.0,1.0
9075,Lower,Kargi/South Horr,LRLD 2009,,29.0,
9075,Lower,Kargi/South Horr,LRLD 2010,115.0,7.0,0.06086956521739131
9075,Lower,Kargi/South Horr,LRLD 2011,132.0,2.0,0.015151515151515152
9075,Lower,Kargi/South Horr,LRLD 2012,66.0,9.0,0.13636363636363635
9075,Lower,Kargi/South Horr,LRLD 2013,84.0,4.0,0.047619047619047616
9075,Lower,Kargi/South Horr,LRLD 2015,3.0,3.0,1.0
9075,Lower,Kargi/South Horr,SRSD 2009,115.0,1.0,0.008695652173913044
9075,Lower,Kargi/South Horr,SRSD 2010,132.0,29.0,0.2196969696969697
9075,Lower,Kargi/South Horr,SRSD 2011,66.0,3.0,0.045454545454545456
9075,Lower,Kargi/South Horr,SRSD 2012,84.0,11.0,0.13095238095238096
9075,Lower,Kargi/South Horr,SRSD 2014,7.0,7.0,1.0
9076,Lower,Kargi/South Horr,LRLD 2009,,27.0,
9076,Lower,Kargi/South Horr,LRLD 2010,232.0,1.0,0.004310344827586207
9076,Lower,Kargi/South Horr,LRLD 2011,256.0,17.0,0.06640625
9076,Lower,Kargi/South Horr,LRLD 2012,76.0,47.0,0.618421052631579
9076,Lower,Kargi/South Horr,LRLD 2013,54.0,2.0,0.037037037037037035
9076,Lower,Kargi/South Horr,SRSD 2008,,1.0,
9076,Lower,Kargi/South Horr,SRSD 2010,256.0,54.0,0.2109375
9076,Lower,Kargi/South Horr,SRSD 2011,115.0,115.0,1.0
9076,Lower,Kargi/South Horr,SRSD 2012,54.0,3.0,0.05555555555555555
9077,Lower,Kargi/South Horr,LRLD 2009,,26.0,
9077,Lower,Kargi/South Horr,LRLD 2010,89.0,5.0,0.056179775280898875
9077,Lower,Kargi/South Horr,LRLD 2011,218.0,18.0,0.08256880733944955
9077,Lower,Kargi/South Horr,LRLD 2012,43.0,11.0,0.2558139534883721
9077,Lower,Kargi/South Horr,LRLD 2013,27.0,1.0,0.037037037037037035
9077,Lower,Kargi/South Horr,LRLD 2015,10.0,10.0,1.0
